text,class
"In the present case, even if the fifth part of the single ground of appeal were well founded, it must, inasmuch as it is incapable of invalidating the judgment under appeal, be rejected as ineffective, since the conclusion in question remains well-founded on other grounds (see, to that effect, judgment of 29 March 2011, Anheuser-Busch v Budějovický Budvar, C-96/09 P, EU:C:2011:189, paragraph 211 and the case-law cited).",1
It follows that the fifth part of WDFG’s single ground of appeal must be rejected as ineffective.,1
ECLI:EU:C:2021:793 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION F. The sixth part of WDFG’s single ground of appeal, alleging an error of law in the examination of the severability of the measure at issue according to the percentage of control Arguments of the parties 148 WDFG complains that the General Court rejected its plea that was based on the absence of any distinction, in the Commission’s analysis, between acquisitions of minority shareholdings and acquisitions of majority shareholdings.",0
"WDFG states, first, that all the transactions it carried out in the context of the measure at issue led to the acquisition of control over the target company and, secondly, that the Kingdom of Spain had asked the Commission to analyse the two situations separately.",0
"According to WDFG, it is clear from the case-law that if the Member State concerned so requests, the Commission is required to conduct a separate analysis of the measure under examination.",0
"As to the severability of the measure at issue, this is apparent from the procedural treatment which the Commission accorded to the analysis of that measure, which resulted in three different decisions.",0
"Findings of the Court 149 The sixth part of WDFG’s single ground of appeal is directed against paragraphs 206 to 215 of the judgment under appeal, by which the General Court examined whether the Commission was required to distinguish between the various transactions which benefited from the application of the measure at issue.",1
"In the present case, it must be stated that the grounds of the judgment under appeal set out in those paragraphs – which were intended to respond to WDFG’s argument that it was for the Commission to distinguish between acquisitions of shareholdings in non-resident companies resulting in the acquisition of control and other acquisitions of shareholdings, in order to declare that the application of the measure at issue to the acquisitions of shareholdings in non-resident companies did not entail classification as State aid – were included for the sake of completeness.",1
"Indeed, WDFG’s argument that the Commission was required to make such a distinction was rejected, principally, in paragraph 205 of the judgment under appeal, in which the General Court held, in essence, that the inconsistency introduced by the measure at issue in respect of the tax treatment of goodwill would exist even if that measure benefited only acquisitions of majority shareholdings in non-resident companies.",1
"As has been pointed out in paragraph 146 above, on an appeal a plea that is directed against a ground included for the sake of completeness in the judgment under appeal, the operative part of which is sufficiently founded in law on other grounds, is ineffective and must, therefore, be rejected.",1
"In any event, WDFG’s arguments in the sixth part of its single ground of appeal are unfounded.",1
"In that regard, it is true that, in the decision which it adopts at the end of its examination, the Commission may, in the exercise of its discretion, differentiate between the beneficiaries of the aid scheme notified, having regard to certain characteristics they display or conditions which they fulfil.",1
"On the other hand, as the General Court rightly pointed out in paragraph 206 of the judgment under appeal, it was not for the Commission, in the decision at issue, to determine conditions for the application of the measure at issue which might have made it possible, in certain situations, for it not to classify that measure as aid.",1
"Such a question is a matter for dialogue between the Spanish authorities and the Commission, as part of the notification of the scheme at issue, which ought to have taken place before the scheme was put into effect.",1
"In the present case, in its action at first instance, WDFG complained that the Commission, in essence, failed to distinguish between acquisitions of shareholdings in non-resident companies resulting in the acquisition of control and other acquisitions of shareholdings for the purposes of declaring that the application of the measure at issue to that former category of acquisitions of shareholdings in non-resident companies did not entail classification as State aid.",1
"In that regard, the General Court recalled, in paragraph 212 of the judgment under appeal, that, with regard to the justification for the distinction drawn by the measure at issue, it is for the Member State concerned to establish that that distinction is justified and also to amend the content or the conditions for the application of that measure if it is apparent that it is justified only in part.",1
"The General Court did not err in law in concluding therefrom, in paragraph 214 of the judgment under appeal, that, even if the Commission’s examination, during the formal investigation procedure, of cases regarding the acquisition of majority shareholdings was discussed specifically by the Commission and the Kingdom of Spain on the basis of the documented requests submitted by that Member State, WDFG’s complaint had, in any event, to be rejected in the circumstances of the case.",1
"Consequently, the sixth part of WDFG’s single ground of appeal must be rejected as ineffective and, in any event, unfounded.",1
"Since none of the parts of the single ground of appeal raised by the appellants in support of their respective appeals has been upheld, those appeals must be dismissed in their entirety.",0
"V. Costs 158 Under Article 184(2) of the Rules of Procedure of the Court of Justice, where the appeal is unfounded, the Court is to make a decision as to costs.",0
"In accordance with Article 138(1) of those rules of procedure, applicable to the procedure on an appeal by reason of Article 184(1) thereof, the unsuccessful party is to be ordered to pay the costs if they have been applied for in the successful party’s pleadings.",0
"In the present case, since the Commission has applied for costs and the appellants have been unsuccessful, the appellants must be ordered to pay the costs of the present appeals and of the proceedings before the General Court.",0
"In accordance with Article 140(1) of the Rules of Procedure, applicable to the procedure on appeal by reason of Article 184(1) thereof, the Member States which have intervened in the proceedings are to bear their own costs.",0
"Consequently, the Federal Republic of Germany, intervener in the action before the General Court and having participated in the proceedings before the Court of Justice, must bear its own costs.",0
"On those grounds, the Court (Grand Chamber) hereby: Dismisses the appeals; 26 ECLI:EU:C:2021:793 JUDGMENT OF 6.",0
1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION Orders World Duty Free Group SA and the Kingdom of Spain to bear their own costs and to pay those incurred by the European Commission; Orders the Federal Republic of Germany to bear its own costs.,0
[Signatures] ECLI:EU:C:2021:793 27 JUDGMENT OF 6.,0
1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION,0
